team1,team2,team1_win_rate,team2_win_rate,head_to_head_win_rate,team1_recent_form,team2_recent_form,team1_venue_win_rate,team2_venue_win_rate,team1_avg_runs_last_5,team2_avg_runs_last_5,team1_avg_wicket_last_5,team2_avg_wicket_last_5,avg_first_innings_score,chasing_success_rate,toss_winner,toss_decision,temperature,humidity,rain_probability,venue,pitch_type,win
St Kitts  Nevis Patriots,Barbados Tridents,40.0,20.0,40.0,1,2,20.0,60.0,153.6,165.6,8.2,7.2,161.0,57.14285714285714,St Kitts  Nevis Patriots,Bowl,27.5,80.0,10.0,Warner Park,Balanced,1
Jamaica Tallawahs,Guyana Amazon Warriors,40.0,70.0,40.0,5,3,50.0,70.0,176.0,158.6,5.2,7.2,161.0,57.14285714285714,Jamaica Tallawahs,Bowl,31.1,74.0,9.0,Warner Park,Balanced,1
St Kitts  Nevis Patriots,Trinbago Knight Riders,40.0,70.0,20.0,1,1,20.0,70.0,153.6,134.0,8.2,7.8,161.0,57.647058823529406,St Kitts  Nevis Patriots,Bowl,28.8,80.0,9.0,Warner Park,Balanced,1
Barbados Tridents,Trinbago Knight Riders,20.0,70.0,0.0,2,1,60.0,50.0,165.6,146.2,7.2,7.4,147.0,39.285714285714285,Barbados Tridents,Bowl,27.8,88.0,40.0,Kensington Oval,Balanced,1
Barbados Tridents,Jamaica Tallawahs,20.0,40.0,0.0,2,4,60.0,40.0,152.8,181.6,7.2,5.6,149.0,41.37931034482759,Barbados Tridents,Bowl,27.8,83.0,4.0,Kensington Oval,Balanced,1
Guyana Amazon Warriors,St Kitts  Nevis Patriots,70.0,40.0,20.0,3,1,75.0,55.55555555555556,166.0,165.2,7.4,7.2,149.0,40.0,St Kitts  Nevis Patriots,Bowl,31.1,78.0,49.0,Kensington Oval,Balanced,0
Barbados Tridents,St Lucia Kings,20.0,50.0,0.0,2,2,60.0,14.285714285714285,146.0,170.6,7.0,6.8,151.0,38.70967741935484,Barbados Tridents,Bowl,27.8,88.0,49.0,Kensington Oval,Balanced,1
Jamaica Tallawahs,Trinbago Knight Riders,40.0,70.0,20.0,3,2,40.0,50.0,168.4,155.8,6.2,7.2,152.0,40.625,Jamaica Tallawahs,Bowl,32.2,70.0,40.0,Kensington Oval,Balanced,1
Barbados Tridents,St Kitts  Nevis Patriots,20.0,40.0,0.0,2,0,60.0,55.55555555555556,134.8,150.2,7.6,8.0,152.0,42.42424242424242,St Kitts  Nevis Patriots,Bat,27.8,83.0,25.0,Kensington Oval,Balanced,0
Trinbago Knight Riders,Guyana Amazon Warriors,70.0,70.0,20.0,3,3,60.0,40.0,153.0,178.0,7.4,7.6,152.0,53.191489361702125,Guyana Amazon Warriors,Bowl,26.8,85.0,40.0,Queens Park Oval,Balanced,1
Trinbago Knight Riders,Barbados Tridents,70.0,20.0,60.0,3,3,60.0,30.0,160.2,150.0,7.0,6.0,153.0,54.16666666666666,Barbados Tridents,Bowl,26.9,84.0,61.0,Queens Park Oval,Balanced,0
St Kitts  Nevis Patriots,St Lucia Kings,40.0,50.0,20.0,0,3,10.0,60.0,163.0,170.8,7.0,7.0,138.0,54.285714285714285,St Kitts  Nevis Patriots,Bowl,34.7,53.0,43.0,Brian Lara Stadium,Balanced,0
Trinbago Knight Riders,Jamaica Tallawahs,70.0,40.0,80.0,4,2,80.0,10.0,179.2,164.0,6.2,7.2,138.0,52.77777777777778,Trinbago Knight Riders,Bowl,26.8,88.0,43.0,Brian Lara Stadium,Balanced,0
Barbados Tridents,Guyana Amazon Warriors,20.0,70.0,0.0,2,4,30.0,60.0,143.2,191.4,6.6,6.4,139.0,51.35135135135135,Guyana Amazon Warriors,Bat,34.5,55.0,71.0,Brian Lara Stadium,Balanced,1
Trinbago Knight Riders,St Lucia Kings,70.0,50.0,40.0,4,3,80.0,60.0,174.2,177.6,6.0,6.4,140.0,52.63157894736842,Trinbago Knight Riders,Bowl,27.1,86.0,71.0,Brian Lara Stadium,Balanced,0
Guyana Amazon Warriors,Jamaica Tallawahs,70.0,40.0,40.0,5,1,70.0,60.0,189.8,157.4,6.6,6.8,148.0,58.13953488372093,Guyana Amazon Warriors,Bowl,26.4,94.0,25.0,Providence Stadium,Balanced,0
Guyana Amazon Warriors,St Lucia Kings,70.0,50.0,60.0,5,3,70.0,40.0,181.4,175.8,5.8,5.4,148.0,56.81818181818182,Guyana Amazon Warriors,Bat,26.2,96.0,60.0,Providence Stadium,Balanced,1
Jamaica Tallawahs,St Kitts  Nevis Patriots,40.0,40.0,60.0,0,1,60.0,30.0,156.4,166.6,7.4,6.2,148.0,57.77777777777777,St Kitts  Nevis Patriots,Bat,33.5,47.0,25.0,Providence Stadium,Balanced,0
Guyana Amazon Warriors,Trinbago Knight Riders,70.0,70.0,60.0,4,4,70.0,50.0,172.8,169.2,5.4,5.6,149.0,56.52173913043478,Guyana Amazon Warriors,Bowl,27.0,87.0,25.0,Providence Stadium,Balanced,0
Jamaica Tallawahs,St Lucia Kings,40.0,50.0,80.0,1,3,60.0,40.0,156.8,169.6,6.8,4.8,149.0,55.319148936170215,St Lucia Kings,Bowl,36.0,52.0,5.0,Providence Stadium,Balanced,0
Guyana Amazon Warriors,Barbados Tridents,70.0,20.0,40.0,4,2,70.0,20.0,171.0,166.6,5.0,6.2,150.0,54.16666666666666,Barbados Tridents,Bowl,27.3,91.0,5.0,Providence Stadium,Balanced,0
St Lucia Kings,Jamaica Tallawahs,50.0,40.0,20.0,2,2,40.0,60.0,152.0,165.0,5.8,6.4,152.0,53.06122448979592,Jamaica Tallawahs,Bowl,27.6,88.0,40.0,Providence Stadium,Balanced,1
Guyana Amazon Warriors,Trinbago Knight Riders,70.0,70.0,60.0,4,3,70.0,50.0,181.2,176.0,5.6,5.6,151.0,54.0,Trinbago Knight Riders,Bowl,26.9,91.0,96.0,Providence Stadium,Balanced,1
Jamaica Tallawahs,Guyana Amazon Warriors,40.0,70.0,40.0,3,3,60.0,70.0,162.2,178.2,6.0,5.2,152.0,54.90196078431373,Jamaica Tallawahs,Bowl,25.8,10.0,42.0,Providence Stadium,Balanced,1
Trinbago Knight Riders,Guyana Amazon Warriors,70.0,70.0,40.0,4,3,50.0,70.0,175.0,183.6,4.6,5.8,152.0,55.76923076923077,Guyana Amazon Warriors,Bowl,28.2,89.0,55.0,Providence Stadium,Balanced,1
St Kitts  Nevis Patriots,Jamaica Tallawahs,40.0,40.0,20.0,3,2,20.0,50.0,159.0,144.6,5.4,9.6,160.0,55.4054054054054,St Kitts  Nevis Patriots,Bowl,26.8,76.0,1.0,Warner Park,Balanced,1
Trinbago Knight Riders,St Lucia Kings,50.0,70.0,20.0,2,3,50.0,70.0,183.8,154.2,7.8,6.2,161.0,56.00000000000001,Trinbago Knight Riders,Bowl,31.1,65.0,25.0,Warner Park,Balanced,0
St Kitts  Nevis Patriots,Barbados Tridents,40.0,20.0,40.0,3,2,20.0,60.0,156.8,150.8,5.4,7.4,161.0,56.00000000000001,St Kitts  Nevis Patriots,Bowl,26.0,83.0,80.0,Warner Park,Balanced,1
Jamaica Tallawahs,Guyana Amazon Warriors,40.0,70.0,0.0,3,3,50.0,70.0,162.8,156.0,8.0,7.6,160.0,57.14285714285714,Jamaica Tallawahs,Bowl,28.9,78.0,10.0,Warner Park,Balanced,0
St Kitts  Nevis Patriots,Trinbago Knight Riders,40.0,70.0,0.0,2,3,20.0,70.0,154.6,148.0,6.6,6.8,160.0,57.14285714285714,St Kitts  Nevis Patriots,Bowl,26.2,91.0,10.0,Warner Park,Balanced,0
Barbados Tridents,St Lucia Kings,20.0,50.0,0.0,3,2,60.0,50.0,154.8,174.4,6.0,6.4,160.0,56.9620253164557,St Lucia Kings,Bowl,28.9,88.0,55.0,Warner Park,Balanced,0
St Kitts  Nevis Patriots,Guyana Amazon Warriors,40.0,70.0,60.0,2,3,20.0,70.0,154.6,156.4,6.6,6.8,160.0,56.9620253164557,St Kitts  Nevis Patriots,,25.5,97.0,25.0,Warner Park,Balanced,0
Barbados Tridents,Trinbago Knight Riders,20.0,70.0,0.0,3,3,70.0,75.0,150.2,148.0,5.8,6.8,159.0,60.71428571428571,Trinbago Knight Riders,Bowl,26.8,89.0,40.0,Daren Sammy National Stadium,Balanced,0
St Lucia Kings,Jamaica Tallawahs,50.0,40.0,0.0,1,3,60.0,66.66666666666666,157.6,157.6,6.0,7.6,160.0,58.620689655172406,St Lucia Kings,Bowl,25.7,88.0,42.0,Daren Sammy National Stadium,Balanced,0
